"region";"år";"statistikkvariabel";"Folkemengde 1. januar, etter region, år og statistikkvariabel"
"1432 Førde";"1989";"Personer";8314
"1432 Førde";"1990";"Personer";8505
"1432 Førde";"1991";"Personer";8744
"1432 Førde";"1992";"Personer";8983
"1432 Førde";"1993";"Personer";9168
"1432 Førde";"1994";"Personer";9315
"1432 Førde";"1995";"Personer";9484
"1432 Førde";"1996";"Personer";9737
"1432 Førde";"1997";"Personer";9958
"1432 Førde";"1998";"Personer";10155
"1432 Førde";"1999";"Personer";10388
"1432 Førde";"2000";"Personer";10473
"1432 Førde";"2001";"Personer";10647
"1432 Førde";"2002";"Personer";10765
"1432 Førde";"2003";"Personer";10906
"1432 Førde";"2004";"Personer";11104
"1432 Førde";"2005";"Personer";11151
"1432 Førde";"2006";"Personer";11327
"1432 Førde";"2007";"Personer";11465
"1432 Førde";"2008";"Personer";11650
"1432 Førde";"2009";"Personer";11838
"1432 Førde";"2010";"Personer";12035
"1432 Førde";"2011";"Personer";12207
"1432 Førde";"2012";"Personer";12307
"1432 Førde";"2013";"Personer";12559
"1432 Førde";"2014";"Personer";12685
"1432 Førde";"2015";"Personer";12801
"1432 Førde";"2016";"Personer";12900
"1432 Førde";"2017";"Personer";13009
"1433 Naustdal";"1986";"Personer";2762
"1433 Naustdal";"1987";"Personer";2697
"1433 Naustdal";"1988";"Personer";2734
"1433 Naustdal";"1989";"Personer";2724
"1433 Naustdal";"1990";"Personer";2719
"1433 Naustdal";"1991";"Personer";2705
"1433 Naustdal";"1992";"Personer";2725
"1433 Naustdal";"1993";"Personer";2708
"1433 Naustdal";"1994";"Personer";2681
"1433 Naustdal";"1995";"Personer";2686
"1433 Naustdal";"1996";"Personer";2692
"1433 Naustdal";"1997";"Personer";2689
"1433 Naustdal";"1998";"Personer";2680
"1433 Naustdal";"1999";"Personer";2687
"1433 Naustdal";"2000";"Personer";2736
"1433 Naustdal";"2001";"Personer";2728
"1433 Naustdal";"2002";"Personer";2751
"1433 Naustdal";"2003";"Personer";2731
"1433 Naustdal";"2004";"Personer";2696
"1433 Naustdal";"2005";"Personer";2682
"1433 Naustdal";"2006";"Personer";2699
"1433 Naustdal";"2007";"Personer";2658
"1433 Naustdal";"2008";"Personer";2668
"1433 Naustdal";"2009";"Personer";2655
"1433 Naustdal";"2010";"Personer";2675
"1433 Naustdal";"2011";"Personer";2687
"1433 Naustdal";"2012";"Personer";2710
"1433 Naustdal";"2013";"Personer";2713
"1433 Naustdal";"2014";"Personer";2776
"1433 Naustdal";"2015";"Personer";2777
"1433 Naustdal";"2016";"Personer";2840
"1433 Naustdal";"2017";"Personer";2848
"1438 Bremanger";"1986";"Personer";4802
"1438 Bremanger";"1987";"Personer";4744
"1438 Bremanger";"1988";"Personer";4674
"1438 Bremanger";"1989";"Personer";4605
"1438 Bremanger";"1990";"Personer";4568
"1438 Bremanger";"1991";"Personer";4541
"1438 Bremanger";"1992";"Personer";4440
"1438 Bremanger";"1993";"Personer";4402
"1438 Bremanger";"1994";"Personer";4372
"1438 Bremanger";"1995";"Personer";4326
"1438 Bremanger";"1996";"Personer";4264
"1438 Bremanger";"1997";"Personer";4246
"1438 Bremanger";"1998";"Personer";4192
"1438 Bremanger";"1999";"Personer";4173
"1438 Bremanger";"2000";"Personer";4170
"1438 Bremanger";"2001";"Personer";4139
"1438 Bremanger";"2002";"Personer";4093
"1438 Bremanger";"2003";"Personer";4077
"1438 Bremanger";"2004";"Personer";4065
"1438 Bremanger";"2005";"Personer";4031
"1438 Bremanger";"2006";"Personer";3968
"1438 Bremanger";"2007";"Personer";3930
"1438 Bremanger";"2008";"Personer";3894
"1438 Bremanger";"2009";"Personer";3899
"1438 Bremanger";"2010";"Personer";3908
"1438 Bremanger";"2011";"Personer";3910
"1438 Bremanger";"2012";"Personer";3891
"1438 Bremanger";"2013";"Personer";3945
"1438 Bremanger";"2014";"Personer";3950
"1438 Bremanger";"2015";"Personer";3890
"1438 Bremanger";"2016";"Personer";3846
"1438 Bremanger";"2017";"Personer";3847
"1439 Vågsøy";"1986";"Personer";6445
"1439 Vågsøy";"1987";"Personer";6442
"1439 Vågsøy";"1988";"Personer";6428
"1439 Vågsøy";"1989";"Personer";6433
"1439 Vågsøy";"1990";"Personer";6373
"1439 Vågsøy";"1991";"Personer";6377
"1439 Vågsøy";"1992";"Personer";6385
"1439 Vågsøy";"1993";"Personer";6422
"1439 Vågsøy";"1994";"Personer";6465
"1439 Vågsøy";"1995";"Personer";6500
"1439 Vågsøy";"1996";"Personer";6500
"1439 Vågsøy";"1997";"Personer";6475
"1439 Vågsøy";"1998";"Personer";6476
"1439 Vågsøy";"1999";"Personer";6524
"1439 Vågsøy";"2000";"Personer";6479
"1439 Vågsøy";"2001";"Personer";6417
"1439 Vågsøy";"2002";"Personer";6385
"1439 Vågsøy";"2003";"Personer";6349
"1439 Vågsøy";"2004";"Personer";6288
"1439 Vågsøy";"2005";"Personer";6218
"1439 Vågsøy";"2006";"Personer";6123
"1439 Vågsøy";"2007";"Personer";6064
"1439 Vågsøy";"2008";"Personer";5998
"1439 Vågsøy";"2009";"Personer";5989
"1439 Vågsøy";"2010";"Personer";5996
"1439 Vågsøy";"2011";"Personer";6030
"1439 Vågsøy";"2012";"Personer";6129
"1439 Vågsøy";"2013";"Personer";6119
"1439 Vågsøy";"2014";"Personer";6091
"1439 Vågsøy";"2015";"Personer";6082
"1439 Vågsøy";"2016";"Personer";6046
"1439 Vågsøy";"2017";"Personer";6031
"1441 Selje";"1986";"Personer";3395
"1441 Selje";"1987";"Personer";3399
"1441 Selje";"1988";"Personer";3333
"1441 Selje";"1989";"Personer";3309
"1441 Selje";"1990";"Personer";3299
"1441 Selje";"1991";"Personer";3255
"1441 Selje";"1992";"Personer";3231
"1441 Selje";"1993";"Personer";3244
"1441 Selje";"1994";"Personer";3200
"1441 Selje";"1995";"Personer";3201
"1441 Selje";"1996";"Personer";3160
"1441 Selje";"1997";"Personer";3171
"1441 Selje";"1998";"Personer";3169
"1441 Selje";"1999";"Personer";3106
"1441 Selje";"2000";"Personer";3066
"1441 Selje";"2001";"Personer";3064
"1441 Selje";"2002";"Personer";3037
"1441 Selje";"2003";"Personer";3046
"1441 Selje";"2004";"Personer";3050
"1441 Selje";"2005";"Personer";2999
"1441 Selje";"2006";"Personer";2958
"1441 Selje";"2007";"Personer";2911
"1441 Selje";"2008";"Personer";2872
"1441 Selje";"2009";"Personer";2874
"1441 Selje";"2010";"Personer";2821
"1441 Selje";"2011";"Personer";2810
"1441 Selje";"2012";"Personer";2831
"1441 Selje";"2013";"Personer";2789
"1441 Selje";"2014";"Personer";2782
"1441 Selje";"2015";"Personer";2752
"1441 Selje";"2016";"Personer";2774
"1441 Selje";"2017";"Personer";2791
"1443 Eid";"1986";"Personer";5304
"1443 Eid";"1987";"Personer";5329
"1443 Eid";"1988";"Personer";5393
"1443 Eid";"1989";"Personer";5447
"1443 Eid";"1990";"Personer";5523
"1443 Eid";"1991";"Personer";5492
"1443 Eid";"1992";"Personer";5727
"1443 Eid";"1993";"Personer";5765
"1443 Eid";"1994";"Personer";5791
"1443 Eid";"1995";"Personer";5779
"1443 Eid";"1996";"Personer";5836
"1443 Eid";"1997";"Personer";5824
"1443 Eid";"1998";"Personer";5804
"1443 Eid";"1999";"Personer";5808
"1443 Eid";"2000";"Personer";5780
"1443 Eid";"2001";"Personer";5800
"1443 Eid";"2002";"Personer";5758
"1443 Eid";"2003";"Personer";5762
"1443 Eid";"2004";"Personer";5779
"1443 Eid";"2005";"Personer";5766
"1443 Eid";"2006";"Personer";5801
"1443 Eid";"2007";"Personer";5848
"1443 Eid";"2008";"Personer";5854
"1443 Eid";"2009";"Personer";5861
"1443 Eid";"2010";"Personer";5849
"1443 Eid";"2011";"Personer";5905
"1443 Eid";"2012";"Personer";5950
"1443 Eid";"2013";"Personer";5920
"1443 Eid";"2014";"Personer";5926
"1443 Eid";"2015";"Personer";5987
"1443 Eid";"2016";"Personer";6015
"1443 Eid";"2017";"Personer";6064
"1444 Hornindal";"1986";"Personer";1255
"1444 Hornindal";"1987";"Personer";1248
"1444 Hornindal";"1988";"Personer";1233
"1444 Hornindal";"1989";"Personer";1187
"1444 Hornindal";"1990";"Personer";1217
"1444 Hornindal";"1991";"Personer";1226
"1444 Hornindal";"1992";"Personer";1238
"1444 Hornindal";"1993";"Personer";1231
"1444 Hornindal";"1994";"Personer";1214
"1444 Hornindal";"1995";"Personer";1221
"1444 Hornindal";"1996";"Personer";1219
"1444 Hornindal";"1997";"Personer";1217
"1444 Hornindal";"1998";"Personer";1206
"1444 Hornindal";"1999";"Personer";1213
"1444 Hornindal";"2000";"Personer";1227
"1444 Hornindal";"2001";"Personer";1218
"1444 Hornindal";"2002";"Personer";1197
"1444 Hornindal";"2003";"Personer";1195
"1444 Hornindal";"2004";"Personer";1203
"1444 Hornindal";"2005";"Personer";1197
"1444 Hornindal";"2006";"Personer";1206
"1444 Hornindal";"2007";"Personer";1201
"1444 Hornindal";"2008";"Personer";1211
"1444 Hornindal";"2009";"Personer";1223
"1444 Hornindal";"2010";"Personer";1227
"1444 Hornindal";"2011";"Personer";1207
"1444 Hornindal";"2012";"Personer";1220
"1444 Hornindal";"2013";"Personer";1238
"1444 Hornindal";"2014";"Personer";1223
"1444 Hornindal";"2015";"Personer";1221
"1444 Hornindal";"2016";"Personer";1200
"1444 Hornindal";"2017";"Personer";1198
"1445 Gloppen";"1986";"Personer";6298
"1445 Gloppen";"1987";"Personer";6273
"1445 Gloppen";"1988";"Personer";6368
"1445 Gloppen";"1989";"Personer";6332
"1445 Gloppen";"1990";"Personer";6299
"1445 Gloppen";"1991";"Personer";6233
"1445 Gloppen";"1992";"Personer";6021
"1445 Gloppen";"1993";"Personer";6002
"1445 Gloppen";"1994";"Personer";5967
"1445 Gloppen";"1995";"Personer";5938
"1445 Gloppen";"1996";"Personer";5906
"1445 Gloppen";"1997";"Personer";5893
"1445 Gloppen";"1998";"Personer";5826
"1445 Gloppen";"1999";"Personer";5774
"1445 Gloppen";"2000";"Personer";5769
"1445 Gloppen";"2001";"Personer";5694
"1445 Gloppen";"2002";"Personer";5716
"1445 Gloppen";"2003";"Personer";5739
"1445 Gloppen";"2004";"Personer";5741
"1445 Gloppen";"2005";"Personer";5793
"1445 Gloppen";"2006";"Personer";5769
"1445 Gloppen";"2007";"Personer";5723
"1445 Gloppen";"2008";"Personer";5687
"1445 Gloppen";"2009";"Personer";5673
"1445 Gloppen";"2010";"Personer";5696
"1445 Gloppen";"2011";"Personer";5705
"1445 Gloppen";"2012";"Personer";5679
"1445 Gloppen";"2013";"Personer";5676
"1445 Gloppen";"2014";"Personer";5694
"1445 Gloppen";"2015";"Personer";5751
"1445 Gloppen";"2016";"Personer";5784
"1445 Gloppen";"2017";"Personer";5783
"1449 Stryn";"1986";"Personer";6629
"1449 Stryn";"1987";"Personer";6612
"1449 Stryn";"1988";"Personer";6621
"1449 Stryn";"1989";"Personer";6748
"1449 Stryn";"1990";"Personer";6754
"1449 Stryn";"1991";"Personer";6759
"1449 Stryn";"1992";"Personer";6687
"1449 Stryn";"1993";"Personer";6656
"1449 Stryn";"1994";"Personer";6663
"1449 Stryn";"1995";"Personer";6666
"1449 Stryn";"1996";"Personer";6627
"1449 Stryn";"1997";"Personer";6682
"1449 Stryn";"1998";"Personer";6685
"1449 Stryn";"1999";"Personer";6710
"1449 Stryn";"2000";"Personer";6666
"1449 Stryn";"2001";"Personer";6774
"1449 Stryn";"2002";"Personer";6734
"1449 Stryn";"2003";"Personer";6768
"1449 Stryn";"2004";"Personer";6855
"1449 Stryn";"2005";"Personer";6843
"1449 Stryn";"2006";"Personer";6779
"1449 Stryn";"2007";"Personer";6706
"1449 Stryn";"2008";"Personer";6769
"1449 Stryn";"2009";"Personer";6844
"1449 Stryn";"2010";"Personer";6967
"1449 Stryn";"2011";"Personer";7018
"1449 Stryn";"2012";"Personer";7065
"1449 Stryn";"2013";"Personer";7105
"1449 Stryn";"2014";"Personer";7134
"1449 Stryn";"2015";"Personer";7155
"1449 Stryn";"2016";"Personer";7168
"1449 Stryn";"2017";"Personer";7218
"1502 Molde";"1986";"Personer";21439
"1502 Molde";"1987";"Personer";21632
"1502 Molde";"1988";"Personer";21784
"1502 Molde";"1989";"Personer";22012
"1502 Molde";"1990";"Personer";22125
"1502 Molde";"1991";"Personer";22252
"1502 Molde";"1992";"Personer";22378
"1502 Molde";"1993";"Personer";22555
"1502 Molde";"1994";"Personer";22685
"1502 Molde";"1995";"Personer";22888
"1502 Molde";"1996";"Personer";23199
"1502 Molde";"1997";"Personer";23297
"1502 Molde";"1998";"Personer";23381
"1502 Molde";"1999";"Personer";23602
"1502 Molde";"2000";"Personer";23710
"1502 Molde";"2001";"Personer";23773
"1502 Molde";"2002";"Personer";23876
"1502 Molde";"2003";"Personer";23955
"1502 Molde";"2004";"Personer";24041
"1502 Molde";"2005";"Personer";24124
"1502 Molde";"2006";"Personer";24146
"1502 Molde";"2007";"Personer";24254
"1502 Molde";"2008";"Personer";24294
"1502 Molde";"2009";"Personer";24554
"1502 Molde";"2010";"Personer";24795
"1502 Molde";"2011";"Personer";25089
"1502 Molde";"2012";"Personer";25488
"1502 Molde";"2013";"Personer";25936
"1502 Molde";"2014";"Personer";26048
"1502 Molde";"2015";"Personer";26392
"1502 Molde";"2016";"Personer";26732
"1502 Molde";"2017";"Personer";26822
"1504 Ålesund";"1986";"Personer";35157
"1504 Ålesund";"1987";"Personer";35319
"1504 Ålesund";"1988";"Personer";35563
"1504 Ålesund";"1989";"Personer";35633
"1504 Ålesund";"1990";"Personer";35751
"1504 Ålesund";"1991";"Personer";35896
"1504 Ålesund";"1992";"Personer";36092
"1504 Ålesund";"1993";"Personer";36234
"1504 Ålesund";"1994";"Personer";36530
"1504 Ålesund";"1995";"Personer";36749
"1504 Ålesund";"1996";"Personer";37146
"1504 Ålesund";"1997";"Personer";37527
"1504 Ålesund";"1998";"Personer";37901
"1504 Ålesund";"1999";"Personer";38251
"1504 Ålesund";"2000";"Personer";38855
"1504 Ålesund";"2001";"Personer";39189
"1504 Ålesund";"2002";"Personer";39373
"1504 Ålesund";"2003";"Personer";39695
"1504 Ålesund";"2004";"Personer";40001
"1504 Ålesund";"2005";"Personer";40295
"1504 Ålesund";"2006";"Personer";40801
"1504 Ålesund";"2007";"Personer";41385
"1504 Ålesund";"2008";"Personer";41833
"1504 Ålesund";"2009";"Personer";42317
"1504 Ålesund";"2010";"Personer";42982
"1504 Ålesund";"2011";"Personer";43670
"1504 Ålesund";"2012";"Personer";44416
"1504 Ålesund";"2013";"Personer";45033
"1504 Ålesund";"2014";"Personer";45747
"1504 Ålesund";"2015";"Personer";46316
"1504 Ålesund";"2016";"Personer";46747
"1504 Ålesund";"2017";"Personer";47199
"1505 Kristiansund";"1986";"Personer";0
"1505 Kristiansund";"1987";"Personer";0
"1505 Kristiansund";"1988";"Personer";0
"1505 Kristiansund";"1989";"Personer";0
"1505 Kristiansund";"1990";"Personer";0
"1505 Kristiansund";"1991";"Personer";0
"1505 Kristiansund";"1992";"Personer";0
"1505 Kristiansund";"1993";"Personer";0
"1505 Kristiansund";"1994";"Personer";0
"1505 Kristiansund";"1995";"Personer";0
"1505 Kristiansund";"1996";"Personer";0
"1505 Kristiansund";"1997";"Personer";0
"1505 Kristiansund";"1998";"Personer";0
"1505 Kristiansund";"1999";"Personer";0
"1505 Kristiansund";"2000";"Personer";0
"1505 Kristiansund";"2001";"Personer";0
"1505 Kristiansund";"2002";"Personer";0
"1505 Kristiansund";"2003";"Personer";0
"1505 Kristiansund";"2004";"Personer";0
"1505 Kristiansund";"2005";"Personer";0
"1505 Kristiansund";"2006";"Personer";0
"1505 Kristiansund";"2007";"Personer";0
"1505 Kristiansund";"2008";"Personer";22661
"1505 Kristiansund";"2009";"Personer";22937
"1505 Kristiansund";"2010";"Personer";23238
"1505 Kristiansund";"2011";"Personer";23570
"1505 Kristiansund";"2012";"Personer";23813
"1505 Kristiansund";"2013";"Personer";24131
"1505 Kristiansund";"2014";"Personer";24395
"1505 Kristiansund";"2015";"Personer";24507
"1505 Kristiansund";"2016";"Personer";24526
"1505 Kristiansund";"2017";"Personer";24442
"1511 Vanylven";"1986";"Personer";3939
"1511 Vanylven";"1987";"Personer";3909
"1511 Vanylven";"1988";"Personer";3887
"1511 Vanylven";"1989";"Personer";3908
"1511 Vanylven";"1990";"Personer";3924
"1511 Vanylven";"1991";"Personer";3937
"1511 Vanylven";"1992";"Personer";3887
"1511 Vanylven";"1993";"Personer";3866
"1511 Vanylven";"1994";"Personer";3816
"1511 Vanylven";"1995";"Personer";3785
"1511 Vanylven";"1996";"Personer";3736
"1511 Vanylven";"1997";"Personer";3704
"1511 Vanylven";"1998";"Personer";3637
"1511 Vanylven";"1999";"Personer";3607
"1511 Vanylven";"2000";"Personer";3584
"1511 Vanylven";"2001";"Personer";3532
"1511 Vanylven";"2002";"Personer";3899
"1511 Vanylven";"2003";"Personer";3820
"1511 Vanylven";"2004";"Personer";3754
"1511 Vanylven";"2005";"Personer";3693
"1511 Vanylven";"2006";"Personer";3589
"1511 Vanylven";"2007";"Personer";3536
"1511 Vanylven";"2008";"Personer";3530
"1511 Vanylven";"2009";"Personer";3494
"1511 Vanylven";"2010";"Personer";3471
"1511 Vanylven";"2011";"Personer";3417
"1511 Vanylven";"2012";"Personer";3388
"1511 Vanylven";"2013";"Personer";3336
"1511 Vanylven";"2014";"Personer";3302
"1511 Vanylven";"2015";"Personer";3258
"1511 Vanylven";"2016";"Personer";3256
"1511 Vanylven";"2017";"Personer";3203
"1514 Sande (M. og R.)";"1986";"Personer";3415
"1514 Sande (M. og R.)";"1987";"Personer";3437
"1514 Sande (M. og R.)";"1988";"Personer";3389
"1514 Sande (M. og R.)";"1989";"Personer";3371
"1514 Sande (M. og R.)";"1990";"Personer";3337
"1514 Sande (M. og R.)";"1991";"Personer";3301
"1514 Sande (M. og R.)";"1992";"Personer";3293
"1514 Sande (M. og R.)";"1993";"Personer";3267
"1514 Sande (M. og R.)";"1994";"Personer";3249
"1514 Sande (M. og R.)";"1995";"Personer";3199
"1514 Sande (M. og R.)";"1996";"Personer";3190
"1514 Sande (M. og R.)";"1997";"Personer";3136
"1514 Sande (M. og R.)";"1998";"Personer";3108
"1514 Sande (M. og R.)";"1999";"Personer";3092
"1514 Sande (M. og R.)";"2000";"Personer";3081
"1514 Sande (M. og R.)";"2001";"Personer";3038
"1514 Sande (M. og R.)";"2002";"Personer";2633
"1514 Sande (M. og R.)";"2003";"Personer";2599
"1514 Sande (M. og R.)";"2004";"Personer";2605
"1514 Sande (M. og R.)";"2005";"Personer";2576
"1514 Sande (M. og R.)";"2006";"Personer";2539
"1514 Sande (M. og R.)";"2007";"Personer";2526
"1514 Sande (M. og R.)";"2008";"Personer";2502
"1514 Sande (M. og R.)";"2009";"Personer";2541
"1514 Sande (M. og R.)";"2010";"Personer";2518
"1514 Sande (M. og R.)";"2011";"Personer";2625
"1514 Sande (M. og R.)";"2012";"Personer";2588
"1514 Sande (M. og R.)";"2013";"Personer";2628
"1514 Sande (M. og R.)";"2014";"Personer";2636
"1514 Sande (M. og R.)";"2015";"Personer";2635
"1514 Sande (M. og R.)";"2016";"Personer";2559
"1514 Sande (M. og R.)";"2017";"Personer";2540
"1515 Herøy (M. og R.)";"1986";"Personer";8069
"1515 Herøy (M. og R.)";"1987";"Personer";8035
"1515 Herøy (M. og R.)";"1988";"Personer";8099
"1515 Herøy (M. og R.)";"1989";"Personer";8097
"1515 Herøy (M. og R.)";"1990";"Personer";8143
"1515 Herøy (M. og R.)";"1991";"Personer";8142
"1515 Herøy (M. og R.)";"1992";"Personer";8149
"1515 Herøy (M. og R.)";"1993";"Personer";8223
"1515 Herøy (M. og R.)";"1994";"Personer";8290
"1515 Herøy (M. og R.)";"1995";"Personer";8242
"1515 Herøy (M. og R.)";"1996";"Personer";8296
"1515 Herøy (M. og R.)";"1997";"Personer";8330
"1515 Herøy (M. og R.)";"1998";"Personer";8315
"1515 Herøy (M. og R.)";"1999";"Personer";8359
"1515 Herøy (M. og R.)";"2000";"Personer";8390
"1515 Herøy (M. og R.)";"2001";"Personer";8359
"1515 Herøy (M. og R.)";"2002";"Personer";8374
"1515 Herøy (M. og R.)";"2003";"Personer";8355
"1515 Herøy (M. og R.)";"2004";"Personer";8355
"1515 Herøy (M. og R.)";"2005";"Personer";8386
"1515 Herøy (M. og R.)";"2006";"Personer";8373
"1515 Herøy (M. og R.)";"2007";"Personer";8321
"1515 Herøy (M. og R.)";"2008";"Personer";8353
"1515 Herøy (M. og R.)";"2009";"Personer";8349
"1515 Herøy (M. og R.)";"2010";"Personer";8383
"1515 Herøy (M. og R.)";"2011";"Personer";8533
"1515 Herøy (M. og R.)";"2012";"Personer";8727
"1515 Herøy (M. og R.)";"2013";"Personer";8847
"1515 Herøy (M. og R.)";"2014";"Personer";8847
"1515 Herøy (M. og R.)";"2015";"Personer";8934
"1515 Herøy (M. og R.)";"2016";"Personer";8972
"1515 Herøy (M. og R.)";"2017";"Personer";8957
"1516 Ulstein";"1986";"Personer";5525
"1516 Ulstein";"1987";"Personer";5559
"1516 Ulstein";"1988";"Personer";5537
"1516 Ulstein";"1989";"Personer";5605
"1516 Ulstein";"1990";"Personer";5662
"1516 Ulstein";"1991";"Personer";5751
"1516 Ulstein";"1992";"Personer";5841
"1516 Ulstein";"1993";"Personer";5980
"1516 Ulstein";"1994";"Personer";5991
"1516 Ulstein";"1995";"Personer";6133
"1516 Ulstein";"1996";"Personer";6201
"1516 Ulstein";"1997";"Personer";6295
"1516 Ulstein";"1998";"Personer";6385
"1516 Ulstein";"1999";"Personer";6537
"1516 Ulstein";"2000";"Personer";6541
"1516 Ulstein";"2001";"Personer";6615
"1516 Ulstein";"2002";"Personer";6664
"1516 Ulstein";"2003";"Personer";6721
"1516 Ulstein";"2004";"Personer";6761
"1516 Ulstein";"2005";"Personer";6795
"1516 Ulstein";"2006";"Personer";6813
"1516 Ulstein";"2007";"Personer";6841
"1516 Ulstein";"2008";"Personer";6946
"1516 Ulstein";"2009";"Personer";7052
"1516 Ulstein";"2010";"Personer";7461
"1516 Ulstein";"2011";"Personer";7751
"1516 Ulstein";"2012";"Personer";7828
"1516 Ulstein";"2013";"Personer";7927
"1516 Ulstein";"2014";"Personer";8092
"1516 Ulstein";"2015";"Personer";8292
"1516 Ulstein";"2016";"Personer";8430
"1516 Ulstein";"2017";"Personer";8457
"1517 Hareid";"1986";"Personer";4336
"1517 Hareid";"1987";"Personer";4337
"1517 Hareid";"1988";"Personer";4418
"1517 Hareid";"1989";"Personer";4488
"1517 Hareid";"1990";"Personer";4486
"1517 Hareid";"1991";"Personer";4502
"1517 Hareid";"1992";"Personer";4538
"1517 Hareid";"1993";"Personer";4616
"1517 Hareid";"1994";"Personer";4633
"1517 Hareid";"1995";"Personer";4615
"1517 Hareid";"1996";"Personer";4666
"1517 Hareid";"1997";"Personer";4709
"1517 Hareid";"1998";"Personer";4721
"1517 Hareid";"1999";"Personer";4731
"1517 Hareid";"2000";"Personer";4748
"1517 Hareid";"2001";"Personer";4763
"1517 Hareid";"2002";"Personer";4780
"1517 Hareid";"2003";"Personer";4730
"1517 Hareid";"2004";"Personer";4670
"1517 Hareid";"2005";"Personer";4658
"1517 Hareid";"2006";"Personer";4637
"1517 Hareid";"2007";"Personer";4675
"1517 Hareid";"2008";"Personer";4741
"1517 Hareid";"2009";"Personer";4817
"1517 Hareid";"2010";"Personer";4859
"1517 Hareid";"2011";"Personer";4932
"1517 Hareid";"2012";"Personer";5000
"1517 Hareid";"2013";"Personer";5057
"1517 Hareid";"2014";"Personer";5021
"1517 Hareid";"2015";"Personer";5065
"1517 Hareid";"2016";"Personer";5189
"1517 Hareid";"2017";"Personer";5185
"1519 Volda";"1986";"Personer";7819
"1519 Volda";"1987";"Personer";7824
"1519 Volda";"1988";"Personer";7876
"1519 Volda";"1989";"Personer";7961
"1519 Volda";"1990";"Personer";8006
"1519 Volda";"1991";"Personer";8011
"1519 Volda";"1992";"Personer";8005
"1519 Volda";"1993";"Personer";8107
"1519 Volda";"1994";"Personer";8158
"1519 Volda";"1995";"Personer";8186
"1519 Volda";"1996";"Personer";8272
"1519 Volda";"1997";"Personer";8257
"1519 Volda";"1998";"Personer";8244
"1519 Volda";"1999";"Personer";8280
"1519 Volda";"2000";"Personer";8322
"1519 Volda";"2001";"Personer";8322
"1519 Volda";"2002";"Personer";8329
"1519 Volda";"2003";"Personer";8335
"1519 Volda";"2004";"Personer";8377
"1519 Volda";"2005";"Personer";8351
"1519 Volda";"2006";"Personer";8322
"1519 Volda";"2007";"Personer";8317
"1519 Volda";"2008";"Personer";8406
"1519 Volda";"2009";"Personer";8509
"1519 Volda";"2010";"Personer";8573
"1519 Volda";"2011";"Personer";8655
"1519 Volda";"2012";"Personer";8693
"1519 Volda";"2013";"Personer";8827
"1519 Volda";"2014";"Personer";8909
"1519 Volda";"2015";"Personer";8977
"1519 Volda";"2016";"Personer";9037
"1519 Volda";"2017";"Personer";9102
"1520 Ørsta";"1986";"Personer";10290
"1520 Ørsta";"1987";"Personer";10264
"1520 Ørsta";"1988";"Personer";10223
"1520 Ørsta";"1989";"Personer";10209
"1520 Ørsta";"1990";"Personer";10186
"1520 Ørsta";"1991";"Personer";10248
"1520 Ørsta";"1992";"Personer";10247
"1520 Ørsta";"1993";"Personer";10249
"1520 Ørsta";"1994";"Personer";10267
"1520 Ørsta";"1995";"Personer";10305
"1520 Ørsta";"1996";"Personer";10372
"1520 Ørsta";"1997";"Personer";10333
"1520 Ørsta";"1998";"Personer";10374
"1520 Ørsta";"1999";"Personer";10357
"1520 Ørsta";"2000";"Personer";10276
"1520 Ørsta";"2001";"Personer";10259
"1520 Ørsta";"2002";"Personer";10218
"1520 Ørsta";"2003";"Personer";10269
"1520 Ørsta";"2004";"Personer";10267
"1520 Ørsta";"2005";"Personer";10233
"1520 Ørsta";"2006";"Personer";10257
"1520 Ørsta";"2007";"Personer";10162
"1520 Ørsta";"2008";"Personer";10163
"1520 Ørsta";"2009";"Personer";10200
"1520 Ørsta";"2010";"Personer";10343
"1520 Ørsta";"2011";"Personer";10373
"1520 Ørsta";"2012";"Personer";10398
"1520 Ørsta";"2013";"Personer";10456
"1520 Ørsta";"2014";"Personer";10536
"1520 Ørsta";"2015";"Personer";10589
"1520 Ørsta";"2016";"Personer";10677
"1520 Ørsta";"2017";"Personer";10744
"1523 Ørskog";"1986";"Personer";1965
"1523 Ørskog";"1987";"Personer";1982
"1523 Ørskog";"1988";"Personer";1976
"1523 Ørskog";"1989";"Personer";1970
"1523 Ørskog";"1990";"Personer";1976
"1523 Ørskog";"1991";"Personer";1985
"1523 Ørskog";"1992";"Personer";1988
"1523 Ørskog";"1993";"Personer";1963
"1523 Ørskog";"1994";"Personer";1986
"1523 Ørskog";"1995";"Personer";2013
"1523 Ørskog";"1996";"Personer";2050
"1523 Ørskog";"1997";"Personer";2061
"1523 Ørskog";"1998";"Personer";2065
"1523 Ørskog";"1999";"Personer";2084
"1523 Ørskog";"2000";"Personer";2076
"1523 Ørskog";"2001";"Personer";2099
"1523 Ørskog";"2002";"Personer";2096
"1523 Ørskog";"2003";"Personer";2075
"1523 Ørskog";"2004";"Personer";2093
"1523 Ørskog";"2005";"Personer";2121
"1523 Ørskog";"2006";"Personer";2093
"1523 Ørskog";"2007";"Personer";2088
"1523 Ørskog";"2008";"Personer";2119
"1523 Ørskog";"2009";"Personer";2142
"1523 Ørskog";"2010";"Personer";2138
"1523 Ørskog";"2011";"Personer";2120
"1523 Ørskog";"2012";"Personer";2202
"1523 Ørskog";"2013";"Personer";2267
