"region";"år";"statistikkvariabel";"Folkemengde 1. januar, etter region, år og statistikkvariabel"
"0434 Engerdal";"2007";"Personer";1460
"0434 Engerdal";"2008";"Personer";1458
"0434 Engerdal";"2009";"Personer";1436
"0434 Engerdal";"2010";"Personer";1434
"0434 Engerdal";"2011";"Personer";1409
"0434 Engerdal";"2012";"Personer";1390
"0434 Engerdal";"2013";"Personer";1376
"0434 Engerdal";"2014";"Personer";1345
"0434 Engerdal";"2015";"Personer";1359
"0434 Engerdal";"2016";"Personer";1305
"0434 Engerdal";"2017";"Personer";1274
"0436 Tolga";"1986";"Personer";1857
"0436 Tolga";"1987";"Personer";1857
"0436 Tolga";"1988";"Personer";1840
"0436 Tolga";"1989";"Personer";1864
"0436 Tolga";"1990";"Personer";1898
"0436 Tolga";"1991";"Personer";1877
"0436 Tolga";"1992";"Personer";1868
"0436 Tolga";"1993";"Personer";1874
"0436 Tolga";"1994";"Personer";1854
"0436 Tolga";"1995";"Personer";1832
"0436 Tolga";"1996";"Personer";1820
"0436 Tolga";"1997";"Personer";1850
"0436 Tolga";"1998";"Personer";1857
"0436 Tolga";"1999";"Personer";1841
"0436 Tolga";"2000";"Personer";1812
"0436 Tolga";"2001";"Personer";1823
"0436 Tolga";"2002";"Personer";1808
"0436 Tolga";"2003";"Personer";1796
"0436 Tolga";"2004";"Personer";1781
"0436 Tolga";"2005";"Personer";1778
"0436 Tolga";"2006";"Personer";1755
"0436 Tolga";"2007";"Personer";1707
"0436 Tolga";"2008";"Personer";1697
"0436 Tolga";"2009";"Personer";1678
"0436 Tolga";"2010";"Personer";1671
"0436 Tolga";"2011";"Personer";1684
"0436 Tolga";"2012";"Personer";1681
"0436 Tolga";"2013";"Personer";1681
"0436 Tolga";"2014";"Personer";1658
"0436 Tolga";"2015";"Personer";1656
"0436 Tolga";"2016";"Personer";1620
"0436 Tolga";"2017";"Personer";1620
"0437 Tynset";"1986";"Personer";5392
"0437 Tynset";"1987";"Personer";5391
"0437 Tynset";"1988";"Personer";5386
"0437 Tynset";"1989";"Personer";5378
"0437 Tynset";"1990";"Personer";5356
"0437 Tynset";"1991";"Personer";5398
"0437 Tynset";"1992";"Personer";5416
"0437 Tynset";"1993";"Personer";5392
"0437 Tynset";"1994";"Personer";5402
"0437 Tynset";"1995";"Personer";5382
"0437 Tynset";"1996";"Personer";5409
"0437 Tynset";"1997";"Personer";5421
"0437 Tynset";"1998";"Personer";5400
"0437 Tynset";"1999";"Personer";5392
"0437 Tynset";"2000";"Personer";5473
"0437 Tynset";"2001";"Personer";5452
"0437 Tynset";"2002";"Personer";5428
"0437 Tynset";"2003";"Personer";5423
"0437 Tynset";"2004";"Personer";5463
"0437 Tynset";"2005";"Personer";5405
"0437 Tynset";"2006";"Personer";5368
"0437 Tynset";"2007";"Personer";5371
"0437 Tynset";"2008";"Personer";5400
"0437 Tynset";"2009";"Personer";5400
"0437 Tynset";"2010";"Personer";5490
"0437 Tynset";"2011";"Personer";5495
"0437 Tynset";"2012";"Personer";5564
"0437 Tynset";"2013";"Personer";5570
"0437 Tynset";"2014";"Personer";5549
"0437 Tynset";"2015";"Personer";5562
"0437 Tynset";"2016";"Personer";5580
"0437 Tynset";"2017";"Personer";5584
"0438 Alvdal";"1986";"Personer";2464
"0438 Alvdal";"1987";"Personer";2458
"0438 Alvdal";"1988";"Personer";2443
"0438 Alvdal";"1989";"Personer";2437
"0438 Alvdal";"1990";"Personer";2434
"0438 Alvdal";"1991";"Personer";2430
"0438 Alvdal";"1992";"Personer";2435
"0438 Alvdal";"1993";"Personer";2441
"0438 Alvdal";"1994";"Personer";2426
"0438 Alvdal";"1995";"Personer";2433
"0438 Alvdal";"1996";"Personer";2429
"0438 Alvdal";"1997";"Personer";2421
"0438 Alvdal";"1998";"Personer";2417
"0438 Alvdal";"1999";"Personer";2415
"0438 Alvdal";"2000";"Personer";2417
"0438 Alvdal";"2001";"Personer";2415
"0438 Alvdal";"2002";"Personer";2409
"0438 Alvdal";"2003";"Personer";2422
"0438 Alvdal";"2004";"Personer";2406
"0438 Alvdal";"2005";"Personer";2416
"0438 Alvdal";"2006";"Personer";2392
"0438 Alvdal";"2007";"Personer";2430
"0438 Alvdal";"2008";"Personer";2413
"0438 Alvdal";"2009";"Personer";2399
"0438 Alvdal";"2010";"Personer";2441
"0438 Alvdal";"2011";"Personer";2447
"0438 Alvdal";"2012";"Personer";2431
"0438 Alvdal";"2013";"Personer";2449
"0438 Alvdal";"2014";"Personer";2432
"0438 Alvdal";"2015";"Personer";2418
"0438 Alvdal";"2016";"Personer";2426
"0438 Alvdal";"2017";"Personer";2441
"0439 Folldal";"1986";"Personer";2110
"0439 Folldal";"1987";"Personer";2036
"0439 Folldal";"1988";"Personer";2000
"0439 Folldal";"1989";"Personer";2015
"0439 Folldal";"1990";"Personer";2022
"0439 Folldal";"1991";"Personer";1989
"0439 Folldal";"1992";"Personer";1946
"0439 Folldal";"1993";"Personer";1923
"0439 Folldal";"1994";"Personer";1918
"0439 Folldal";"1995";"Personer";1918
"0439 Folldal";"1996";"Personer";1894
"0439 Folldal";"1997";"Personer";1878
"0439 Folldal";"1998";"Personer";1854
"0439 Folldal";"1999";"Personer";1826
"0439 Folldal";"2000";"Personer";1814
"0439 Folldal";"2001";"Personer";1812
"0439 Folldal";"2002";"Personer";1753
"0439 Folldal";"2003";"Personer";1764
"0439 Folldal";"2004";"Personer";1739
"0439 Folldal";"2005";"Personer";1717
"0439 Folldal";"2006";"Personer";1722
"0439 Folldal";"2007";"Personer";1695
"0439 Folldal";"2008";"Personer";1674
"0439 Folldal";"2009";"Personer";1671
"0439 Folldal";"2010";"Personer";1669
"0439 Folldal";"2011";"Personer";1660
"0439 Folldal";"2012";"Personer";1641
"0439 Folldal";"2013";"Personer";1654
"0439 Folldal";"2014";"Personer";1631
"0439 Folldal";"2015";"Personer";1597
"0439 Folldal";"2016";"Personer";1592
"0439 Folldal";"2017";"Personer";1577
"0441 Os (Hedm.)";"1986";"Personer";2071
"0441 Os (Hedm.)";"1987";"Personer";2027
"0441 Os (Hedm.)";"1988";"Personer";2017
"0441 Os (Hedm.)";"1989";"Personer";2034
"0441 Os (Hedm.)";"1990";"Personer";2029
"0441 Os (Hedm.)";"1991";"Personer";2032
"0441 Os (Hedm.)";"1992";"Personer";2054
"0441 Os (Hedm.)";"1993";"Personer";2036
"0441 Os (Hedm.)";"1994";"Personer";2045
"0441 Os (Hedm.)";"1995";"Personer";2035
"0441 Os (Hedm.)";"1996";"Personer";2031
"0441 Os (Hedm.)";"1997";"Personer";2059
"0441 Os (Hedm.)";"1998";"Personer";2073
"0441 Os (Hedm.)";"1999";"Personer";2081
"0441 Os (Hedm.)";"2000";"Personer";2148
"0441 Os (Hedm.)";"2001";"Personer";2172
"0441 Os (Hedm.)";"2002";"Personer";2147
"0441 Os (Hedm.)";"2003";"Personer";2134
"0441 Os (Hedm.)";"2004";"Personer";2131
"0441 Os (Hedm.)";"2005";"Personer";2087
"0441 Os (Hedm.)";"2006";"Personer";2075
"0441 Os (Hedm.)";"2007";"Personer";2063
"0441 Os (Hedm.)";"2008";"Personer";2047
"0441 Os (Hedm.)";"2009";"Personer";2046
"0441 Os (Hedm.)";"2010";"Personer";2033
"0441 Os (Hedm.)";"2011";"Personer";2045
"0441 Os (Hedm.)";"2012";"Personer";2040
"0441 Os (Hedm.)";"2013";"Personer";2035
"0441 Os (Hedm.)";"2014";"Personer";2013
"0441 Os (Hedm.)";"2015";"Personer";1991
"0441 Os (Hedm.)";"2016";"Personer";1956
"0441 Os (Hedm.)";"2017";"Personer";1963
"0501 Lillehammer";"1986";"Personer";22128
"0501 Lillehammer";"1987";"Personer";22193
"0501 Lillehammer";"1988";"Personer";22310
"0501 Lillehammer";"1989";"Personer";22564
"0501 Lillehammer";"1990";"Personer";22782
"0501 Lillehammer";"1991";"Personer";22889
"0501 Lillehammer";"1992";"Personer";23120
"0501 Lillehammer";"1993";"Personer";23545
"0501 Lillehammer";"1994";"Personer";23870
"0501 Lillehammer";"1995";"Personer";24170
"0501 Lillehammer";"1996";"Personer";24407
"0501 Lillehammer";"1997";"Personer";24489
"0501 Lillehammer";"1998";"Personer";24400
"0501 Lillehammer";"1999";"Personer";24533
"0501 Lillehammer";"2000";"Personer";24724
"0501 Lillehammer";"2001";"Personer";24873
"0501 Lillehammer";"2002";"Personer";24796
"0501 Lillehammer";"2003";"Personer";24946
"0501 Lillehammer";"2004";"Personer";25070
"0501 Lillehammer";"2005";"Personer";25075
"0501 Lillehammer";"2006";"Personer";25314
"0501 Lillehammer";"2007";"Personer";25537
"0501 Lillehammer";"2008";"Personer";25776
"0501 Lillehammer";"2009";"Personer";26104
"0501 Lillehammer";"2010";"Personer";26381
"0501 Lillehammer";"2011";"Personer";26571
"0501 Lillehammer";"2012";"Personer";26765
"0501 Lillehammer";"2013";"Personer";26850
"0501 Lillehammer";"2014";"Personer";27028
"0501 Lillehammer";"2015";"Personer";27300
"0501 Lillehammer";"2016";"Personer";27476
"0501 Lillehammer";"2017";"Personer";27781
"0502 Gjøvik";"1986";"Personer";25908
"0502 Gjøvik";"1987";"Personer";25937
"0502 Gjøvik";"1988";"Personer";25972
"0502 Gjøvik";"1989";"Personer";26136
"0502 Gjøvik";"1990";"Personer";26083
"0502 Gjøvik";"1991";"Personer";26250
"0502 Gjøvik";"1992";"Personer";26415
"0502 Gjøvik";"1993";"Personer";26669
"0502 Gjøvik";"1994";"Personer";26772
"0502 Gjøvik";"1995";"Personer";26844
"0502 Gjøvik";"1996";"Personer";26855
"0502 Gjøvik";"1997";"Personer";26852
"0502 Gjøvik";"1998";"Personer";26863
"0502 Gjøvik";"1999";"Personer";26968
"0502 Gjøvik";"2000";"Personer";27013
"0502 Gjøvik";"2001";"Personer";27179
"0502 Gjøvik";"2002";"Personer";27093
"0502 Gjøvik";"2003";"Personer";27349
"0502 Gjøvik";"2004";"Personer";27526
"0502 Gjøvik";"2005";"Personer";27648
"0502 Gjøvik";"2006";"Personer";27819
"0502 Gjøvik";"2007";"Personer";27931
"0502 Gjøvik";"2008";"Personer";28301
"0502 Gjøvik";"2009";"Personer";28611
"0502 Gjøvik";"2010";"Personer";28807
"0502 Gjøvik";"2011";"Personer";28974
"0502 Gjøvik";"2012";"Personer";29202
"0502 Gjøvik";"2013";"Personer";29407
"0502 Gjøvik";"2014";"Personer";29668
"0502 Gjøvik";"2015";"Personer";30063
"0502 Gjøvik";"2016";"Personer";30137
"0502 Gjøvik";"2017";"Personer";30319
"0511 Dovre";"1986";"Personer";3177
"0511 Dovre";"1987";"Personer";3134
"0511 Dovre";"1988";"Personer";3119
"0511 Dovre";"1989";"Personer";3066
"0511 Dovre";"1990";"Personer";3037
"0511 Dovre";"1991";"Personer";3071
"0511 Dovre";"1992";"Personer";3069
"0511 Dovre";"1993";"Personer";3041
"0511 Dovre";"1994";"Personer";3064
"0511 Dovre";"1995";"Personer";3074
"0511 Dovre";"1996";"Personer";2998
"0511 Dovre";"1997";"Personer";2939
"0511 Dovre";"1998";"Personer";2929
"0511 Dovre";"1999";"Personer";2909
"0511 Dovre";"2000";"Personer";2851
"0511 Dovre";"2001";"Personer";2875
"0511 Dovre";"2002";"Personer";2897
"0511 Dovre";"2003";"Personer";2883
"0511 Dovre";"2004";"Personer";2883
"0511 Dovre";"2005";"Personer";2875
"0511 Dovre";"2006";"Personer";2826
"0511 Dovre";"2007";"Personer";2812
"0511 Dovre";"2008";"Personer";2778
"0511 Dovre";"2009";"Personer";2772
"0511 Dovre";"2010";"Personer";2776
"0511 Dovre";"2011";"Personer";2748
"0511 Dovre";"2012";"Personer";2742
"0511 Dovre";"2013";"Personer";2727
"0511 Dovre";"2014";"Personer";2704
"0511 Dovre";"2015";"Personer";2745
"0511 Dovre";"2016";"Personer";2701
"0511 Dovre";"2017";"Personer";2675
"0512 Lesja";"1986";"Personer";2481
"0512 Lesja";"1987";"Personer";2467
"0512 Lesja";"1988";"Personer";2561
"0512 Lesja";"1989";"Personer";2474
"0512 Lesja";"1990";"Personer";2476
"0512 Lesja";"1991";"Personer";2454
"0512 Lesja";"1992";"Personer";2392
"0512 Lesja";"1993";"Personer";2377
"0512 Lesja";"1994";"Personer";2502
"0512 Lesja";"1995";"Personer";2365
"0512 Lesja";"1996";"Personer";2322
"0512 Lesja";"1997";"Personer";2303
"0512 Lesja";"1998";"Personer";2287
"0512 Lesja";"1999";"Personer";2273
"0512 Lesja";"2000";"Personer";2303
"0512 Lesja";"2001";"Personer";2229
"0512 Lesja";"2002";"Personer";2213
"0512 Lesja";"2003";"Personer";2219
"0512 Lesja";"2004";"Personer";2209
"0512 Lesja";"2005";"Personer";2184
"0512 Lesja";"2006";"Personer";2172
"0512 Lesja";"2007";"Personer";2150
"0512 Lesja";"2008";"Personer";2168
"0512 Lesja";"2009";"Personer";2170
"0512 Lesja";"2010";"Personer";2174
"0512 Lesja";"2011";"Personer";2197
"0512 Lesja";"2012";"Personer";2195
"0512 Lesja";"2013";"Personer";2145
"0512 Lesja";"2014";"Personer";2076
"0512 Lesja";"2015";"Personer";2059
"0512 Lesja";"2016";"Personer";2055
"0512 Lesja";"2017";"Personer";2048
"0513 Skjåk";"1986";"Personer";2688
"0513 Skjåk";"1987";"Personer";2673
"0513 Skjåk";"1988";"Personer";2643
"0513 Skjåk";"1989";"Personer";2626
"0513 Skjåk";"1990";"Personer";2612
"0513 Skjåk";"1991";"Personer";2574
"0513 Skjåk";"1992";"Personer";2544
"0513 Skjåk";"1993";"Personer";2523
"0513 Skjåk";"1994";"Personer";2526
"0513 Skjåk";"1995";"Personer";2494
"0513 Skjåk";"1996";"Personer";2489
"0513 Skjåk";"1997";"Personer";2453
"0513 Skjåk";"1998";"Personer";2410
"0513 Skjåk";"1999";"Personer";2393
"0513 Skjåk";"2000";"Personer";2386
"0513 Skjåk";"2001";"Personer";2389
"0513 Skjåk";"2002";"Personer";2389
"0513 Skjåk";"2003";"Personer";2399
"0513 Skjåk";"2004";"Personer";2393
"0513 Skjåk";"2005";"Personer";2394
"0513 Skjåk";"2006";"Personer";2376
"0513 Skjåk";"2007";"Personer";2329
"0513 Skjåk";"2008";"Personer";2331
"0513 Skjåk";"2009";"Personer";2307
"0513 Skjåk";"2010";"Personer";2265
"0513 Skjåk";"2011";"Personer";2299
"0513 Skjåk";"2012";"Personer";2307
"0513 Skjåk";"2013";"Personer";2279
"0513 Skjåk";"2014";"Personer";2264
"0513 Skjåk";"2015";"Personer";2245
"0513 Skjåk";"2016";"Personer";2204
"0513 Skjåk";"2017";"Personer";2202
"0514 Lom";"1986";"Personer";2704
"0514 Lom";"1987";"Personer";2709
"0514 Lom";"1988";"Personer";2668
"0514 Lom";"1989";"Personer";2661
"0514 Lom";"1990";"Personer";2656
"0514 Lom";"1991";"Personer";2651
"0514 Lom";"1992";"Personer";2629
"0514 Lom";"1993";"Personer";2621
"0514 Lom";"1994";"Personer";2628
"0514 Lom";"1995";"Personer";2628
"0514 Lom";"1996";"Personer";2633
"0514 Lom";"1997";"Personer";2634
"0514 Lom";"1998";"Personer";2577
"0514 Lom";"1999";"Personer";2543
"0514 Lom";"2000";"Personer";2567
"0514 Lom";"2001";"Personer";2579
"0514 Lom";"2002";"Personer";2519
"0514 Lom";"2003";"Personer";2481
"0514 Lom";"2004";"Personer";2496
"0514 Lom";"2005";"Personer";2467
"0514 Lom";"2006";"Personer";2455
"0514 Lom";"2007";"Personer";2436
"0514 Lom";"2008";"Personer";2407
"0514 Lom";"2009";"Personer";2406
"0514 Lom";"2010";"Personer";2410
"0514 Lom";"2011";"Personer";2401
"0514 Lom";"2012";"Personer";2382
"0514 Lom";"2013";"Personer";2364
"0514 Lom";"2014";"Personer";2361
"0514 Lom";"2015";"Personer";2356
"0514 Lom";"2016";"Personer";2347
"0514 Lom";"2017";"Personer";2360
"0515 Vågå";"1986";"Personer";4101
"0515 Vågå";"1987";"Personer";4048
"0515 Vågå";"1988";"Personer";4047
"0515 Vågå";"1989";"Personer";4009
"0515 Vågå";"1990";"Personer";3974
"0515 Vågå";"1991";"Personer";3945
"0515 Vågå";"1992";"Personer";3915
"0515 Vågå";"1993";"Personer";3936
"0515 Vågå";"1994";"Personer";3924
"0515 Vågå";"1995";"Personer";3907
"0515 Vågå";"1996";"Personer";3918
"0515 Vågå";"1997";"Personer";3888
"0515 Vågå";"1998";"Personer";3868
"0515 Vågå";"1999";"Personer";3836
"0515 Vågå";"2000";"Personer";3818
"0515 Vågå";"2001";"Personer";3833
"0515 Vågå";"2002";"Personer";3813
"0515 Vågå";"2003";"Personer";3801
"0515 Vågå";"2004";"Personer";3800
"0515 Vågå";"2005";"Personer";3773
"0515 Vågå";"2006";"Personer";3766
"0515 Vågå";"2007";"Personer";3724
"0515 Vågå";"2008";"Personer";3717
"0515 Vågå";"2009";"Personer";3707
"0515 Vågå";"2010";"Personer";3722
"0515 Vågå";"2011";"Personer";3718
"0515 Vågå";"2012";"Personer";3739
"0515 Vågå";"2013";"Personer";3716
"0515 Vågå";"2014";"Personer";3686
"0515 Vågå";"2015";"Personer";3675
"0515 Vågå";"2016";"Personer";3664
"0515 Vågå";"2017";"Personer";3640
"0516 Nord-Fron";"1986";"Personer";6271
"0516 Nord-Fron";"1987";"Personer";6233
"0516 Nord-Fron";"1988";"Personer";6229
"0516 Nord-Fron";"1989";"Personer";6274
"0516 Nord-Fron";"1990";"Personer";6192
"0516 Nord-Fron";"1991";"Personer";6167
"0516 Nord-Fron";"1992";"Personer";6173
"0516 Nord-Fron";"1993";"Personer";6109
"0516 Nord-Fron";"1994";"Personer";6094
"0516 Nord-Fron";"1995";"Personer";6102
"0516 Nord-Fron";"1996";"Personer";6039
"0516 Nord-Fron";"1997";"Personer";6002
"0516 Nord-Fron";"1998";"Personer";6003
"0516 Nord-Fron";"1999";"Personer";5978
"0516 Nord-Fron";"2000";"Personer";5953
"0516 Nord-Fron";"2001";"Personer";5948
"0516 Nord-Fron";"2002";"Personer";5886
"0516 Nord-Fron";"2003";"Personer";5890
"0516 Nord-Fron";"2004";"Personer";5926
"0516 Nord-Fron";"2005";"Personer";5896
"0516 Nord-Fron";"2006";"Personer";5843
"0516 Nord-Fron";"2007";"Personer";5790
"0516 Nord-Fron";"2008";"Personer";5793
"0516 Nord-Fron";"2009";"Personer";5800
"0516 Nord-Fron";"2010";"Personer";5800
"0516 Nord-Fron";"2011";"Personer";5834
"0516 Nord-Fron";"2012";"Personer";5830
"0516 Nord-Fron";"2013";"Personer";5827
"0516 Nord-Fron";"2014";"Personer";5765
"0516 Nord-Fron";"2015";"Personer";5754
"0516 Nord-Fron";"2016";"Personer";5741
"0516 Nord-Fron";"2017";"Personer";5723
"0517 Sel";"1986";"Personer";6578
"0517 Sel";"1987";"Personer";6535
"0517 Sel";"1988";"Personer";6502
"0517 Sel";"1989";"Personer";6445
"0517 Sel";"1990";"Personer";6391
"0517 Sel";"1991";"Personer";6381
"0517 Sel";"1992";"Personer";6352
"0517 Sel";"1993";"Personer";6341
"0517 Sel";"1994";"Personer";6366
"0517 Sel";"1995";"Personer";6338
"0517 Sel";"1996";"Personer";6322
"0517 Sel";"1997";"Personer";6299
"0517 Sel";"1998";"Personer";6284
"0517 Sel";"1999";"Personer";6231
"0517 Sel";"2000";"Personer";6273
"0517 Sel";"2001";"Personer";6228
"0517 Sel";"2002";"Personer";6162
"0517 Sel";"2003";"Personer";6102
"0517 Sel";"2004";"Personer";6088
"0517 Sel";"2005";"Personer";6059
"0517 Sel";"2006";"Personer";6083
"0517 Sel";"2007";"Personer";6099
"0517 Sel";"2008";"Personer";6005
"0517 Sel";"2009";"Personer";6015
"0517 Sel";"2010";"Personer";5999
"0517 Sel";"2011";"Personer";6004
"0517 Sel";"2012";"Personer";5992
"0517 Sel";"2013";"Personer";5952
"0517 Sel";"2014";"Personer";5974
"0517 Sel";"2015";"Personer";5965
"0517 Sel";"2016";"Personer";5935
"0517 Sel";"2017";"Personer";5916
"0519 Sør-Fron";"1986";"Personer";3531
"0519 Sør-Fron";"1987";"Personer";3526
"0519 Sør-Fron";"1988";"Personer";3488
"0519 Sør-Fron";"1989";"Personer";3490
"0519 Sør-Fron";"1990";"Personer";3486
"0519 Sør-Fron";"1991";"Personer";3493
"0519 Sør-Fron";"1992";"Personer";3486
"0519 Sør-Fron";"1993";"Personer";3462
"0519 Sør-Fron";"1994";"Personer";3464
"0519 Sør-Fron";"1995";"Personer";3430
"0519 Sør-Fron";"1996";"Personer";3404
"0519 Sør-Fron";"1997";"Personer";3382
"0519 Sør-Fron";"1998";"Personer";3355
"0519 Sør-Fron";"1999";"Personer";3364
"0519 Sør-Fron";"2000";"Personer";3322
"0519 Sør-Fron";"2001";"Personer";3337
"0519 Sør-Fron";"2002";"Personer";3323
"0519 Sør-Fron";"2003";"Personer";3335
"0519 Sør-Fron";"2004";"Personer";3292
"0519 Sør-Fron";"2005";"Personer";3271
"0519 Sør-Fron";"2006";"Personer";3231
"0519 Sør-Fron";"2007";"Personer";3199
"0519 Sør-Fron";"2008";"Personer";3170
"0519 Sør-Fron";"2009";"Personer";3183
"0519 Sør-Fron";"2010";"Personer";3175
"0519 Sør-Fron";"2011";"Personer";3212
"0519 Sør-Fron";"2012";"Personer";3208
"0519 Sør-Fron";"2013";"Personer";3193
"0519 Sør-Fron";"2014";"Personer";3191
"0519 Sør-Fron";"2015";"Personer";3204
"0519 Sør-Fron";"2016";"Personer";3154
"0519 Sør-Fron";"2017";"Personer";3163
"0520 Ringebu";"1986";"Personer";5235
"0520 Ringebu";"1987";"Personer";5200
"0520 Ringebu";"1988";"Personer";5212
"0520 Ringebu";"1989";"Personer";5203
"0520 Ringebu";"1990";"Personer";5200
"0520 Ringebu";"1991";"Personer";5182
"0520 Ringebu";"1992";"Personer";5160
"0520 Ringebu";"1993";"Personer";5050
"0520 Ringebu";"1994";"Personer";5021
"0520 Ringebu";"1995";"Personer";4960
"0520 Ringebu";"1996";"Personer";4889
"0520 Ringebu";"1997";"Personer";4863
"0520 Ringebu";"1998";"Personer";4840
"0520 Ringebu";"1999";"Personer";4799
"0520 Ringebu";"2000";"Personer";4752
"0520 Ringebu";"2001";"Personer";4736
"0520 Ringebu";"2002";"Personer";4692
"0520 Ringebu";"2003";"Personer";4644
"0520 Ringebu";"2004";"Personer";4611
"0520 Ringebu";"2005";"Personer";4586
"0520 Ringebu";"2006";"Personer";4566
"0520 Ringebu";"2007";"Personer";4557
"0520 Ringebu";"2008";"Personer";4532
"0520 Ringebu";"2009";"Personer";4537
"0520 Ringebu";"2010";"Personer";4540
"0520 Ringebu";"2011";"Personer";4556
"0520 Ringebu";"2012";"Personer";4561
"0520 Ringebu";"2013";"Personer";4496
"0520 Ringebu";"2014";"Personer";4495
"0520 Ringebu";"2015";"Personer";4459
"0520 Ringebu";"2016";"Personer";4462
"0520 Ringebu";"2017";"Personer";4502
"0521 Øyer";"1986";"Personer";4507
"0521 Øyer";"1987";"Personer";4470
"0521 Øyer";"1988";"Personer";4548
"0521 Øyer";"1989";"Personer";4430
"0521 Øyer";"1990";"Personer";4521
"0521 Øyer";"1991";"Personer";4586
"0521 Øyer";"1992";"Personer";4601
"0521 Øyer";"1993";"Personer";4630
"0521 Øyer";"1994";"Personer";4688
"0521 Øyer";"1995";"Personer";4706
"0521 Øyer";"1996";"Personer";4715
"0521 Øyer";"1997";"Personer";4752
"0521 Øyer";"1998";"Personer";4866
"0521 Øyer";"1999";"Personer";4842
"0521 Øyer";"2000";"Personer";4859
"0521 Øyer";"2001";"Personer";4843
"0521 Øyer";"2002";"Personer";4924
"0521 Øyer";"2003";"Personer";4891
"0521 Øyer";"2004";"Personer";4870
"0521 Øyer";"2005";"Personer";4840
"0521 Øyer";"2006";"Personer";4854
"0521 Øyer";"2007";"Personer";4893
"0521 Øyer";"2008";"Personer";4929
"0521 Øyer";"2009";"Personer";4917
"0521 Øyer";"2010";"Personer";5002
"0521 Øyer";"2011";"Personer";5092
"0521 Øyer";"2012";"Personer";5095
"0521 Øyer";"2013";"Personer";5102
"0521 Øyer";"2014";"Personer";5090
"0521 Øyer";"2015";"Personer";5065
"0521 Øyer";"2016";"Personer";5072
"0521 Øyer";"2017";"Personer";5082
"0522 Gausdal";"1986";"Personer";6511
"0522 Gausdal";"1987";"Personer";6483
"0522 Gausdal";"1988";"Personer";6467
"0522 Gausdal";"1989";"Personer";6493
"0522 Gausdal";"1990";"Personer";6492
"0522 Gausdal";"1991";"Personer";6448
"0522 Gausdal";"1992";"Personer";6391
"0522 Gausdal";"1993";"Personer";6337
"0522 Gausdal";"1994";"Personer";6317
"0522 Gausdal";"1995";"Personer";6341
"0522 Gausdal";"1996";"Personer";6262
"0522 Gausdal";"1997";"Personer";6237
"0522 Gausdal";"1998";"Personer";6223
"0522 Gausdal";"1999";"Personer";6227
"0522 Gausdal";"2000";"Personer";6186
"0522 Gausdal";"2001";"Personer";6200
"0522 Gausdal";"2002";"Personer";6192
"0522 Gausdal";"2003";"Personer";6189
"0522 Gausdal";"2004";"Personer";6186
"0522 Gausdal";"2005";"Personer";6175
"0522 Gausdal";"2006";"Personer";6202
"0522 Gausdal";"2007";"Personer";6114
"0522 Gausdal";"2008";"Personer";6129
"0522 Gausdal";"2009";"Personer";6091
"0522 Gausdal";"2010";"Personer";6142
"0522 Gausdal";"2011";"Personer";6141
"0522 Gausdal";"2012";"Personer";6160
"0522 Gausdal";"2013";"Personer";6141
"0522 Gausdal";"2014";"Personer";6237
"0522 Gausdal";"2015";"Personer";6210
"0522 Gausdal";"2016";"Personer";6227
"0522 Gausdal";"2017";"Personer";6204
"0528 Østre Toten";"1986";"Personer";14114
"0528 Østre Toten";"1987";"Personer";14119
"0528 Østre Toten";"1988";"Personer";14179
"0528 Østre Toten";"1989";"Personer";14288
"0528 Østre Toten";"1990";"Personer";14303
"0528 Østre Toten";"1991";"Personer";14314
"0528 Østre Toten";"1992";"Personer";14216
"0528 Østre Toten";"1993";"Personer";14199
"0528 Østre Toten";"1994";"Personer";14187
"0528 Østre Toten";"1995";"Personer";14258
"0528 Østre Toten";"1996";"Personer";14172
"0528 Østre Toten";"1997";"Personer";14076
"0528 Østre Toten";"1998";"Personer";14040
"0528 Østre Toten";"1999";"Personer";14021
"0528 Østre Toten";"2000";"Personer";14103
"0528 Østre Toten";"2001";"Personer";14148
"0528 Østre Toten";"2002";"Personer";14167
"0528 Østre Toten";"2003";"Personer";14649
"0528 Østre Toten";"2004";"Personer";14657
"0528 Østre Toten";"2005";"Personer";14604
"0528 Østre Toten";"2006";"Personer";14453
"0528 Østre Toten";"2007";"Personer";14389
"0528 Østre Toten";"2008";"Personer";14459
"0528 Østre Toten";"2009";"Personer";14464
"0528 Østre Toten";"2010";"Personer";14518
"0528 Østre Toten";"2011";"Personer";14604
"0528 Østre Toten";"2012";"Personer";14747
"0528 Østre Toten";"2013";"Personer";14766
"0528 Østre Toten";"2014";"Personer";14777
"0528 Østre Toten";"2015";"Personer";14796
"0528 Østre Toten";"2016";"Personer";14906
"0528 Østre Toten";"2017";"Personer";14887
"0529 Vestre Toten";"1986";"Personer";13563
"0529 Vestre Toten";"1987";"Personer";13511
"0529 Vestre Toten";"1988";"Personer";13504
"0529 Vestre Toten";"1989";"Personer";13404
"0529 Vestre Toten";"1990";"Personer";13325
"0529 Vestre Toten";"1991";"Personer";13358
"0529 Vestre Toten";"1992";"Personer";13302
"0529 Vestre Toten";"1993";"Personer";13156
"0529 Vestre Toten";"1994";"Personer";13115
"0529 Vestre Toten";"1995";"Personer";13067
"0529 Vestre Toten";"1996";"Personer";13029
"0529 Vestre Toten";"1997";"Personer";13036
"0529 Vestre Toten";"1998";"Personer";13040
"0529 Vestre Toten";"1999";"Personer";13068
