"region","innvandringskategori","landbakgrunn","Personer 2010","Personer 2011","Personer 2012","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017"
"0912 Vegårshei","Innvandrere","Curaçao",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Dominica",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Den dominikanske republikk",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","El Salvador",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Franske Antiller",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Grenada",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Guadeloupe",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Guatemala",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Haiti",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Honduras",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Jamaica",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Martinique",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Mexico",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Montserrat",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","De nederlandske antillene",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Nicaragua",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Panama",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Puerto Rico",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Saint Kitts og Nevis",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Saint Lucia",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Saint Vincent og Grenadinene",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Saint-Barthélemy",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Saint-Martin",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Saint-Pierre-et-Miquelon",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Sint Maarten",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Trinidad og Tobago",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Turks- og Caicosøyene",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","USA",0,0,0,0,3,3,3,3
"0912 Vegårshei","Innvandrere","Argentina",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Bolivia",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Brasil",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Chile",0,0,0,0,0,0,0,0
"0912 Vegårshei","Innvandrere","Colombia",0,0,0,0,0,0,0,0
